img_name,labels
L15-0605E-1075N_20,agriculture clear habitation haze primary road water
L15-0605E-1075N_21,agriculture clear cultivation haze primary road
L15-0605E-1075N_210,agriculture cultivation haze primary
L15-0605E-1075N_211,agriculture clear haze primary road water
L15-0605E-1075N_212,agriculture clear haze primary road
L15-0605E-1075N_213,agriculture clear primary road water
L15-0605E-1075N_214,agriculture clear haze primary road water
L15-0605E-1075N_215,agriculture clear cultivation primary road water
L15-0605E-1075N_22,agriculture clear haze primary road water
L15-0605E-1075N_23,agriculture clear cultivation haze primary road
L15-0605E-1075N_24,agriculture clear cultivation haze primary
L15-0605E-1075N_25,agriculture cultivation haze primary
L15-0605E-1075N_26,agriculture clear cultivation haze primary road
L15-0605E-1075N_27,agriculture cultivation haze primary road
L15-0605E-1075N_28,agriculture clear cultivation haze primary water
L15-0605E-1075N_29,agriculture clear cultivation habitation haze primary
L15-0605E-1075N_30,agriculture clear habitation haze primary road water
L15-0605E-1075N_31,agriculture clear haze primary road water
L15-0605E-1075N_310,agriculture clear cultivation habitation haze primary
L15-0605E-1075N_311,agriculture clear habitation haze primary road water
L15-0605E-1075N_312,agriculture clear haze primary road water
L15-0605E-1075N_313,agriculture clear cultivation haze primary road
L15-0605E-1075N_314,agriculture clear cultivation haze primary water
L15-0605E-1075N_315,agriculture clear cultivation haze primary
L15-0605E-1075N_32,agriculture clear cultivation haze primary water
L15-0605E-1075N_33,agriculture cultivation haze primary
L15-0605E-1075N_34,agriculture clear cultivation haze primary
L15-0605E-1075N_35,agriculture clear cultivation habitation haze primary
L15-0605E-1075N_36,agriculture clear cultivation haze primary road
L15-0605E-1075N_37,agriculture clear cultivation haze primary road
L15-0605E-1075N_38,agriculture clear cultivation haze primary
L15-0605E-1075N_39,agriculture clear cultivation haze primary
L15-0605E-1075N_40,agriculture clear cultivation habitation haze primary road
L15-0605E-1075N_41,agriculture clear cultivation haze primary water
L15-0605E-1075N_410,agriculture clear cultivation haze primary
L15-0605E-1075N_411,agriculture clear haze primary
L15-0605E-1075N_412,agriculture clear cultivation haze primary road water
L15-0605E-1075N_413,agriculture clear cultivation haze primary water
L15-0605E-1075N_414,agriculture clear haze primary water
L15-0605E-1075N_415,agriculture clear cultivation habitation haze primary road water
L15-0605E-1075N_42,agriculture clear primary road
L15-0605E-1075N_43,agriculture clear cultivation haze primary road
L15-0605E-1075N_44,agriculture clear cultivation haze primary road
L15-0605E-1075N_45,agriculture cultivation haze primary
L15-0605E-1075N_46,agriculture clear cultivation habitation haze primary road
L15-0605E-1075N_47,agriculture clear cultivation haze primary
L15-0605E-1075N_48,agriculture clear cultivation haze primary
L15-0605E-1075N_49,agriculture clear cultivation haze primary
L15-0605E-1075N_50,agriculture clear cultivation habitation haze primary road
L15-0605E-1075N_51,agriculture clear habitation haze primary road
L15-0605E-1075N_510,agriculture clear cultivation haze primary water
L15-0605E-1075N_511,agriculture clear cultivation haze primary road water
L15-0605E-1075N_512,agriculture clear cultivation haze primary water
L15-0605E-1075N_513,agriculture clear haze primary water
L15-0605E-1075N_514,agriculture clear cultivation haze primary water
L15-0605E-1075N_515,agriculture clear haze primary
L15-0605E-1075N_52,agriculture cultivation haze primary road
L15-0605E-1075N_53,agriculture clear haze primary road
L15-0605E-1075N_54,agriculture clear cultivation haze primary road
L15-0605E-1075N_55,agriculture clear cultivation habitation primary road
L15-0605E-1075N_56,agriculture clear cultivation haze primary
L15-0605E-1075N_57,agriculture clear cultivation haze primary
L15-0605E-1075N_58,agriculture clear cultivation haze primary water
L15-0605E-1075N_59,agriculture clear cultivation haze primary
L15-0605E-1075N_60,agriculture clear cultivation habitation haze primary road
L15-0605E-1075N_61,agriculture clear habitation haze primary road
L15-0605E-1075N_610,agriculture clear cultivation haze primary water
L15-0605E-1075N_611,agriculture clear cultivation haze primary road water
L15-0605E-1075N_612,agriculture clear cultivation habitation haze primary road water
L15-0605E-1075N_613,agriculture clear primary
L15-0605E-1075N_614,agriculture clear haze primary water
L15-0605E-1075N_615,agriculture clear haze primary road water
L15-0605E-1075N_62,agriculture clear cultivation haze primary road
L15-0605E-1075N_63,agriculture clear habitation haze primary road water
L15-0605E-1075N_64,agriculture clear cultivation haze primary road
L15-0605E-1075N_65,agriculture clear haze primary road
L15-0605E-1075N_66,agriculture clear cultivation habitation haze primary
L15-0605E-1075N_67,agriculture clear cultivation haze primary road water
L15-0605E-1075N_68,agriculture clear cultivation habitation haze primary
L15-0605E-1075N_69,agriculture clear cultivation habitation haze primary
L15-0605E-1075N_70,agriculture clear habitation haze primary road water
L15-0605E-1075N_71,agriculture clear habitation haze primary road water
L15-0605E-1075N_710,agriculture cultivation haze primary
L15-0605E-1075N_711,agriculture clear primary
L15-0605E-1075N_712,agriculture clear primary road water
L15-0605E-1075N_713,agriculture clear cultivation habitation haze primary road water
L15-0605E-1075N_714,agriculture clear cultivation haze primary
L15-0605E-1075N_715,agriculture cultivation haze primary water
L15-0605E-1075N_72,agriculture clear haze primary
L15-0605E-1075N_73,agriculture clear cultivation haze primary road
L15-0605E-1075N_74,agriculture clear haze primary road
L15-0605E-1075N_75,agriculture clear haze primary road
L15-0605E-1075N_76,agriculture clear cultivation habitation haze primary road
L15-0605E-1075N_77,agriculture clear cultivation haze primary road water
L15-0605E-1075N_78,agriculture clear cultivation primary
L15-0605E-1075N_79,agriculture clear cultivation haze primary
L15-0605E-1075N_80,agriculture clear cultivation habitation haze primary road
L15-0605E-1075N_81,agriculture clear cultivation habitation primary road
L15-0605E-1075N_810,agriculture cultivation haze primary
L15-0605E-1075N_811,agriculture clear primary water
L15-0605E-1075N_812,agriculture clear primary road water
L15-0605E-1075N_813,agriculture clear primary road water
L15-0605E-1075N_814,agriculture clear haze primary water
L15-0605E-1075N_815,agriculture clear primary road
L15-0605E-1075N_82,agriculture clear habitation haze primary road
L15-0605E-1075N_83,agriculture cultivation haze primary
L15-0605E-1075N_84,agriculture clear cultivation haze primary road
L15-0605E-1075N_85,agriculture clear cultivation haze primary road
L15-0605E-1075N_86,agriculture clear cultivation haze primary road water
L15-0605E-1075N_87,agriculture clear cultivation habitation haze primary road water
L15-0605E-1075N_88,agriculture clear cultivation haze primary
L15-0605E-1075N_89,agriculture clear cultivation haze primary
L15-0605E-1075N_90,agriculture clear habitation haze primary road water
L15-0605E-1075N_91,agriculture clear haze primary road water
L15-0605E-1075N_910,agriculture clear cultivation haze primary
L15-0605E-1075N_911,agriculture clear habitation primary road
L15-0605E-1075N_912,agriculture clear primary road water
L15-0605E-1075N_913,agriculture clear primary road water
L15-0605E-1075N_914,agriculture clear primary
L15-0605E-1075N_915,agriculture clear haze primary road water
L15-0605E-1075N_92,agriculture clear habitation primary road
L15-0605E-1075N_93,agriculture clear cultivation haze primary
L15-0605E-1075N_94,agriculture clear cultivation haze primary road
L15-0605E-1075N_95,agriculture clear cultivation habitation haze primary road
L15-0605E-1075N_96,agriculture clear cultivation habitation haze primary road water
L15-0605E-1075N_97,agriculture clear cultivation habitation haze primary road water
L15-0605E-1075N_98,agriculture clear cultivation habitation haze primary road
L15-0605E-1075N_99,agriculture clear cultivation haze primary road water
L15-0606E-1069N_00,agriculture clear cultivation habitation haze primary road
L15-0606E-1069N_01,agriculture clear cultivation haze primary road water
L15-0606E-1069N_010,agriculture clear haze primary road
L15-0606E-1069N_011,agriculture clear cultivation habitation haze primary
L15-0606E-1069N_012,agriculture clear habitation primary road
L15-0606E-1069N_013,agriculture clear cultivation habitation haze primary road water
L15-0606E-1069N_014,agriculture clear cultivation habitation haze primary road
L15-0606E-1069N_015,agriculture clear haze primary road water
L15-0606E-1069N_02,agriculture clear cultivation habitation haze primary road water
L15-0606E-1069N_03,agriculture clear cultivation habitation haze primary water
L15-0606E-1069N_04,agriculture clear cultivation habitation haze primary road water
L15-0606E-1069N_05,agriculture clear cultivation haze primary
L15-0606E-1069N_06,agriculture clear habitation haze primary road
L15-0606E-1069N_07,agriculture clear cultivation habitation haze primary road
L15-0606E-1069N_08,agriculture clear cultivation haze primary road
L15-0606E-1069N_09,agriculture clear cultivation haze primary road water
L15-0606E-1069N_10,agriculture clear haze primary road
L15-0606E-1069N_100,agriculture clear haze primary water
L15-0606E-1069N_101,agriculture clear haze primary water
L15-0606E-1069N_1010,agriculture clear cultivation habitation haze primary water
L15-0606E-1069N_1011,agriculture clear cultivation haze primary water
L15-0606E-1069N_1012,clear haze primary
L15-0606E-1069N_1013,agriculture clear haze primary
L15-0606E-1069N_1014,agriculture clear cultivation habitation haze primary
L15-0606E-1069N_1015,agriculture clear haze primary water
L15-0606E-1069N_102,agriculture clear habitation haze primary road water
L15-0606E-1069N_103,agriculture clear haze primary water
L15-0606E-1069N_104,agriculture clear habitation haze primary road water
L15-0606E-1069N_105,agriculture clear cultivation habitation haze primary road water
L15-0606E-1069N_106,agriculture cultivation haze primary
L15-0606E-1069N_107,agriculture clear cultivation habitation haze primary
L15-0606E-1069N_108,agriculture clear habitation haze primary road
L15-0606E-1069N_109,agriculture clear cultivation haze primary road water
L15-0606E-1069N_11,agriculture clear haze primary road water
L15-0606E-1069N_110,agriculture clear haze primary road water
L15-0606E-1069N_111,agriculture clear haze primary road water
L15-0606E-1069N_1110,agriculture clear cultivation habitation haze primary road
L15-0606E-1069N_1111,agriculture clear habitation haze primary road water
L15-0606E-1069N_1112,agriculture clear haze primary water
L15-0606E-1069N_1113,agriculture clear haze primary water
L15-0606E-1069N_1114,agriculture clear haze primary
L15-0606E-1069N_1115,agriculture clear cultivation haze primary water
L15-0606E-1069N_112,agriculture clear haze primary road water
L15-0606E-1069N_113,agriculture clear habitation haze primary
L15-0606E-1069N_114,agriculture clear cultivation haze primary
L15-0606E-1069N_115,agriculture cultivation haze primary water
L15-0606E-1069N_116,agriculture clear haze primary road
L15-0606E-1069N_117,agriculture clear cultivation haze primary water
L15-0606E-1069N_118,agriculture clear cultivation habitation haze primary
L15-0606E-1069N_119,clear haze primary
L15-0606E-1069N_12,agriculture clear haze primary road
L15-0606E-1069N_120,agriculture clear habitation haze primary road water
L15-0606E-1069N_121,agriculture clear haze primary road water
L15-0606E-1069N_1210,agriculture clear cultivation habitation primary road water
L15-0606E-1069N_1211,agriculture clear cultivation haze primary road
L15-0606E-1069N_1212,agriculture clear cultivation haze primary
L15-0606E-1069N_1213,agriculture cultivation haze primary water
L15-0606E-1069N_1214,agriculture clear haze primary
L15-0606E-1069N_1215,agriculture clear cultivation haze primary water
L15-0606E-1069N_122,agriculture clear haze primary road water
